features_0 0.0021466487 0.0010172708
features_1 0.0014217842 0.0010917381
features_2 0.08012508 0.025103796
features_3 0.002286659 0.0004624715
features_4 0.005592459 0.0021972724
features_5 0.0019191945 0.0003208375
features_6 0.001766307 0.0005151066
features_7 0.02518572 0.0105963405
features_8 0.004498188 0.0023066553
features_9 0.0018848898 0.0013282032
features_10 0.004077215 0.0023807082
features_11 0.0028364947 0.0009155203
features_12 0.046960555 0.019635972
features_13 0.110991634 0.048989903
features_14 0.0025679625 0.0018606551
features_15 0.015709257 0.0067853574
features_16 0.044965316 0.01839591
features_17 0.0034142197 0.0018763931
features_18 0.0028253256 0.00052439555
features_19 0.0026274722 0.0011528285
features_20 0.0031052004 0.0023612212
features_21 0.007624344 0.004116717
features_22 0.04873131 0.016154643
features_23 0.0040124124 0.00071723765
features_24 0.00188321 0.0007869099
features_25 0.0021488126 0.0008858605
features_26 0.0025462937 0.0009687758
features_27 0.008917394 0.0016774065
features_28 0.0025018924 0.0005858299
features_29 0.00091868266 0.0007313177
features_30 0.0040642982 0.0023622748
features_31 0.045269765 0.013997599
features_32 0.0016822312 0.0010234907
features_33 0.012051624 0.0050885123
features_34 0.0036029 0.00064005045
features_35 0.0022964727 0.0014288067
features_36 0.0029122902 0.002083798
features_37 0.0049688932 0.0010602166
features_38 0.002111996 0.000295764
features_39 0.007039962 0.0017301362
features_40 0.0034556102 0.0007953923
features_41 0.002312454 0.0007644126
features_42 0.00225178 0.0016305076
features_43 0.0012890405 0.00090084365
features_44 0.001322313 0.0010951627
features_45 0.0026900577 0.0006753547
features_46 0.004126142 0.0007593306
features_47 0.0022348384 0.00058017176
features_48 0.002004804 0.000402332
features_49 0.0017144721 0.0005089095
features_50 0.0019159543 0.0013055453
features_51 0.030847484 0.01442616
features_52 0.0033892065 0.0004472208
features_53 0.0022345763 0.00085555157
features_54 0.0047121914 0.0011664144
features_55 0.0014729332 0.00056053494
features_56 0.0036725227 0.0007116807
features_57 0.0023844622 0.00045160853
features_58 0.0033474048 0.0014009698
features_59 0.0025160979 0.0020269975
features_60 0.0020314085 0.001850387
features_61 0.0024825295 0.0015928987
features_62 0.0029731714 0.002936046
features_63 0.0024777225 0.00077378016
features_64 0.002121918 0.0012021572
features_65 0.0016968427 0.0010349824
features_66 0.0023864785 0.0006135943
features_67 0.004230886 0.0018873509
features_68 0.0024602003 0.0006152712
features_69 0.0033133994 0.0012019037
features_70 0.0028142016 0.00044854512
features_71 0.0025059183 0.00038721273
features_72 0.0023032534 0.0013325023
features_73 0.0025465845 0.0022374871
features_74 0.0018345304 0.00062707183
features_75 0.0019526582 0.0011570024
features_76 0.0024303277 0.0010904759
features_77 0.021486655 0.0050729476
features_78 0.04435113 0.020780839
features_79 0.0031597987 0.00075883354
features_80 0.0020209246 0.00047859582
features_81 0.0018312028 0.0002965464
features_82 0.0013734886 0.0014112608
features_83 0.0034676187 0.0013353942
features_84 0.0018888345 0.0009086678
features_85 0.010555714 0.005685449
features_86 0.0026808928 0.0021424054
features_87 0.0049563446 0.0034737363
features_88 0.020829814 0.0077572404
features_89 0.0012575863 0.0009700329
features_90 0.0026093652 0.000763679
features_91 0.0025774606 0.002378527
features_92 0.00405355 0.00069014874
features_93 0.0054887603 0.0012005431
features_94 0.016758017 0.005228431
features_95 0.0016070359 0.00062568206
features_96 0.043229207 0.014870876
features_97 0.0052149454 0.0014795507
features_98 0.0023287428 0.00063665956
features_99 0.0034001004 0.0006621238
features_100 0.003281102 0.0019201208
features_101 0.0019264905 0.00070904917
features_102 0.003084307 0.003276553
features_103 0.0030231485 0.0007890038
features_104 0.002517425 0.0014438624
features_105 0.011441794 0.0058129095
features_106 0.002696297 0.0006857475
features_107 0.003978017 0.0010504192
features_108 0.0015044479 0.00080864824
features_109 0.007583703 0.0016628385
features_110 0.04599821 0.0143708
features_111 0.003366132 0.0005590255
features_112 0.0041921968 0.008788347
features_113 0.0029556754 0.0008545186
features_114 0.0035243072 0.0007620288
features_115 0.0030949987 0.0014174213
features_116 0.0025853957 0.0005564375
features_117 0.005383133 0.0053350306
features_118 0.0021596572 0.0004579046
features_119 0.0019234826 0.00076975755
features_120 0.0012345514 0.0010556799
features_121 0.0033735898 0.0006083993
features_122 0.0034121019 0.0007736018
features_123 0.0063982694 0.0014058644
features_124 0.002475693 0.0011891584
features_125 0.0021679448 0.00039759616
features_126 0.0022296652 0.0015793575
features_127 0.0007123178 0.0011605176
